,query,gold_answer,model_answer
351,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""AMAAZING"", Content: ""This has to be the BEST Ai app ever like omg. This thing is awesome you put anything into it and gives me a nice few paragraphs with AWESOME descriptive words! One of my favorite apps ever especially when I need ideas for short stories!!""",4,5
352,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""please take a look."", Content: ""I've upgraded to the Plus version, but there is no plugin functionality. When I click to test, it prompts an error. Please resolve this as soon as possible, thank you.""",3,3
353,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Simple, easy to use interface, Mac next?"", Content: ""Just Wish there was a MacOS version too!""",5,3
354,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Pretty good, but missing a few features"", Content: ""As the title says its good but its frustrating to not be able to use the “browse the web” and plugins features""",4,3
355,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Problem after login"", Content: ""I can log in, but the settings app indicates ""email missing"" I tested iPhone app using two separate accounts. Chat doesn't work. This application runs correctly on my iPad!!
I cannot locate a link for providing feedback in this app.""",2,1
356,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Urgent updates"", Content: ""Share! Unless I’m missing it, there doesn’t seem to be a way to share an entire chat or even to copy the entire text like there is on the web app

Plus should default to GPT-4, duh.""",3,3
357,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally!"", Content: ""For a while now we’ve been subjected to FAKE ChatGPT knockoffs trying to steal the AI’s fame but this app is GREAT no ads and it super cool to have the official ChatGPT on your phone, if you have a fake, get this""",5,5
358,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Design for ipad"", Content: ""This app on ipad is terrible and it doesn’t support split screen wich is very important for us as a student please fix , and the design is very bad for this brilliant app , thanks for fixing our problem in the next updates""",3,3
359,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Huge battery hog"", Content: ""The service itself is amazing, impeccable. But this app specifically drains my battery from 100% to 50% in just an hour. I’ve never seen anything else eat battery like this app does.

Hopefully there’s an easy fix because I love the actual service!""",2,5
360,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""i love it!! ❤️"", Content: ""so glad to now have the app on my phone! it's easier to work with than the website saved to my homescreen. i love Chat GPT!! 😁""",5,5
361,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally an app"", Content: ""Use this more than safari or any browser. Hope I have my own ex machine piece in next decade""",5,5
362,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Less access to information"", Content: ""Even doesn’t have access to very sample  information""",4,3
363,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Please include a search option within chat..to search for previous keywords"", Content: ""…""",4,0
364,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Gpa saver"", Content: ""I single handily saved my grade with this app I got 5 credits in 1 week by using this app would 101% would recommend!""",5,5
365,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""App is amazing!!!"", Content: ""This app is amazing!!! I use it all the time at work for all types of professional letters. Highly recommend.""",5,5
366,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Sign in failed"", Content: ""Sign in failed
Something went wrong. Please make
sure your internet connection is stable,
then restart the app and try again.""",3,1
367,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Save your work OR expose all your history is a poor option"", Content: ""Wouldn’t it so progressive if you just let someone who’s paying for your service be able to use your service without accepting such  ridiculous terms.""",2,1
368,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Overpriced!"", Content: ""I would definitely purchase paid version if it was like 10$ even though I don’t use a lot.""",4,5
369,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing"", Content: ""Will rate 5 stars once they improve text selection. It defaults to selecting the entire response which is a bit annoying""",4,5
370,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love it but…"", Content: ""Love this app so much but when entering a prompt sometimes when you want it to write a story and you don’t say a story it says inappropriate or something so I have to say story.""",4,5
371,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Light theme"", Content: ""This app is fast and offers a good user experience. However, please allow the light theme to run independently, not depending on the iPhone system theme.""",5,5
372,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Man I been waiting on the app"", Content: ""A lot of fake AI apps out there. This is the true original AI app. I love it. I wish I had it 20 years ago when I was in school.""",5,5
373,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The real ChatGPT"", Content: ""All the other apps are fake, I’ve been waiting for this for a while. Make sure you get this one""",5,3
374,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""First iOS Reviewer"", Content: ""Great UI. the app is very responsive, and works with the ai.

However, it is said that openai employees may read the ai conversations that are on mobile.""",5,5
375,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""(GPT Plus user) Request failed. Please try again later."", Content: ""Basically every time I use the app, I get this message. Essentially unusable. Infuriating, especially as a GPT Plus subscriber. Giving two stars because the desktop version works great!  Will likely uninstall soon.""",2,1
376,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally here but made for iPhone"", Content: ""Excited to have the app finally but it’s not developed for the iPad. You can zoom the screen to fit but it’s still a little wonky.  Can’t wait for  more capabilities on the iPad.""",3,4
377,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great!"", Content: ""It's a great app.
However if it can speak the response that would be perfect! Then we can use ChatGPT only with speaking and listening""",5,5
378,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iPad compatibly when?"", Content: ""I actually really like the app, it even looks cleaner than the desktop version. But unfortunately its not compatible on iPad; it shows it in a mobile view mode.""",3,4
379,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Works well if you want answers up until 2021"", Content: ""Would love to see ChatGPT updated to include current information. I’m looking for an app that includes up til 2023 as well.""",4,5
380,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Very easy to use"", Content: ""This is my savior, and I think my work efficiency will become higher and higher.""",5,5
381,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iOS is the superior to all"", Content: ""highly expected this lifesaving app from iOS""",5,5
382,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Causes overheating and battery drain."", Content: ""Nice app, I like the design. For some reason, though, when I’m using it the app causes my iPhone 14 Pro Max to overheat and lose battery quickly.""",4,4
383,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Don’t bother!"", Content: ""I've tried to create an account dozens of times, at different times during the day and on different days of the week. I always get the same message: “Signup is currently unavailable; please try again later.” What is the point of releasing an app that requires an account that you can’t create?""",1,3
384,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great but can we have splitview?"", Content: ""Great to have ChatGPT right on the iPad. Would love to see it supported with Splitview. Would further extend the ability to be more productive.""",5,4
385,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Everything I’d expect from a ChatGPT app."", Content: ""Works well, and has the features I’d like in an app of this type, so it gets five stars.""",5,5
386,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Top notch service"", Content: ""Once everyone figures out this is an app now it’s going to blast to the very top of the App Store. Let’s see how this goes!""",5,5
387,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Lacks features"", Content: ""Missing plug-in features in the desktop or mobile web version . You can review all your chats that used browser or plugins, but not use the plugins in the app""",3,2
388,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Bookmarks in GPT"", Content: ""This app really helped! But I noticed one imperfection, there is no bookmarks, when I want to save one GPT response I need copy and transfer to notes! I would like to save GPT response to bookmarks!! Thanks""",4,5
389,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""My only problem"", Content: ""My only problem is the verification if u are a human I have done that verification 9 times it is still saying wrong I am not able to do the verification chatgpt pls remove the verification""",3,1
390,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Unexpected"", Content: ""The only reason I am giving it 4 stars but now 5 is because it cannot come up with devastating roasts unlike other AI that can but it’s good anyway 👍""",4,4
391,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""PLEASE release an iPad version!"", Content: ""The app works on iPad but it’s the small iPhone version since it isn’t optimized for iPad. I would absolutely love to see an iPad release! Is that planned or in the works?""",4,3
392,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""problem"", Content: ""so i installed this on my phone and all was working, right? but then i go on my ipad (the app was also installed there, but i couldnt tap it) then go to the app store and see it requires a certain later version. i cant update my ipad due to software issues. so im stuck using the phone version. amazing app, though.""",5,3
393,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Missing features"", Content: ""As much as I like this new app, it is missing integration with the shortcuts app as well as an edit message feature.""",4,3
394,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing but makes your iPhone very hot"", Content: ""Works as it should but drains battery fast and really heats up your phone""",5,5
395,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Needs morre work"", Content: ""Functionality is okay, but needs finish work. The volume of keypresses is fixed at far too loud. Its much louder than any orher app. And the in-app volume isn’t configurable from the in-app or ios settings.""",3,3
396,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""IPAD Always Last"", Content: ""I love ChatGPT but the only ios device I own is a ipad pro with ios 16, where the app shows centered on the screen. As a plus user, I also can’t use browsing or plugins. I hope this will change soon.""",3,3
397,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Not optimized for iPad"", Content: ""Took forever for open ai to finally release a long needed mobile app and it’s only optimized for phones
The iPad app is just the phone app without even filling the whole screen just leaving black bars
Fix please iPads are here too!""",2,3
398,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""First message for ChatGPT in iOS App Store"", Content: ""Well, must to say, this is first version. Must wait after many version then we can use on iPhone. But anyway, is good enough now.""",4,5
399,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It is finally here on IOS"", Content: ""Will update user feedback. But so excited about seeing this here.""",5,5
400,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""This is the future & only the beginning"", Content: ""Overall ChatGPT is amazing and provides a glimpse of the personal AI assistance that the future will bring.""",5,5
401,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great apps"", Content: ""Overall it’s a great app, but i’m seeing one issue on my iPad landscape mode. The input box always overlap the message last line at most bottom.""",4,4
402,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great app"", Content: ""Works just as wall at the website. Haptics are a bit much but easy to turn off.""",5,5
403,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""ChatGPT as an iOS app, now we are talkin'"", Content: ""GPT is now an app on iOS? That's fantastic! I'm pretty sure it won't disappoint as it always delivers... unless you're asking for a pizza. 🍕""",5,5
404,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love having easy access on my phone"", Content: ""Please add browser access soon!""",5,5
405,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Failure to execute the program"", Content: ""Hi, it gives this message when asking about the program
{""cf_details"":""This request is invalid.""}""",5,0
406,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great app"", Content: ""Even better than desktop interface in some ways. Great UI.""",5,5
407,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Openai immediately updates and improves"", Content: ""Why is it that after spending $20, the number of messages sent by GPT-4 is limited to 25, and the account login can be verified by changing the phone number? Why must I use my previous phone number!""",2,5
408,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Frustrating verification"", Content: ""Over 5 mins on trying to get the animal facing in the direction of the hand when the controls don’t seem precise enough. Extremely  annoying. Giving up and may try again tomorrow.""",2,1
409,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good"", Content: ""Nice UI faster results (im not sure 100%) but id rather copy one small piece of text than the entire thing at once 👍👍""",5,4
410,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Game changer!"", Content: ""Absolutely incredible design! I like it more than the web version of ChatGPT. Using it currently, no bugs yet.""",5,5
411,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Delete button needs more “work”"", Content: ""When I press delete to remove a prompt from history - the first time doesn't work! It does delete on the second attempt! Yay for persistence!""",3,3
412,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Interface could be better"", Content: ""Maybe it’s just the mobile platform but I really wish this app was like ChatGPT on the computer. If you can fix that, easy five star rating!""",3,3
413,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Force you to use Google or Facebook, scam"", Content: ""I have spent two hours doing the classic “Oops this email is already registered!” -> *change password* -> “Oops incorrect password, try again!”

My guess is they want to discourage email sign up and force people to use Gmail or Facebook login so that they can collect more free data.  Lame.""",1,1
414,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Phone gets HOT"", Content: ""After only 1 minute of chatting, my phone gets HOT fast!! Great app otherwise, but they need to fix this, or else I’m better off using the website (no phone heat, and thus better battery life too). Fix plz""",3,3
415,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally"", Content: ""Finally they made an app! This world is about to change.""",5,3
416,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Please add a new adaptation to iPad pro as soon as possible."", Content: ""As a person who often uses iPad to handle work, the adaptation of chatgpt on iPad pro is very imperfect. Please launch an app that can adapt to the screen proportion of iPad pro as soon as possible. Thank you.""",3,4
417,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Not work gpt plus subscription"", Content: ""I have subscription plus, choose new chat in ios app  and choose GPT4Plus tab, but chat andwers me that it’s still 3 version. Please help""",4,3
418,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""very good"", Content: ""A higher level of support for Chinese would be even better.""",5,5
419,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fantastic App"", Content: ""Fantastic app, but we want more functions, such as use keywords to awaken this app so that we can just ask questions.""",5,5
420,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Freezes before opens"", Content: ""Just fyi, there may be a bug in the ipad version. After I enter my password the next screen freezes. I’ve tried deleting and reinstalling the app""",3,0
421,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I know it will get better!"", Content: ""Clean layout.

However, it doesn't show the chat as it is thinking. You have to wait until the answer is completed.""",3,3
422,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing"", Content: ""Very helpful in so many ways.   The more you use it the better it gets !""",5,5
423,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Current version does not support large text"", Content: ""Had to switch iPhone SE 2020 to default text size to be able to click continue button on first screen.
Bottom of screen is cut off in large text. Need to add scroll bar. . .""",2,2
424,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""A must have!"", Content: ""I’ve been using ChatGPT for several months and absolutely stunned by its capabilities 🤩🤩 It boosted my productivity so much and so real. A mush have for sure💥""",5,5
425,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Nice but won’t let me sign up without phone number"", Content: ""I am concerned about my phone number being used for other purposes please remove this requirement for privacy!""",3,2
426,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can’t use the app without a brand new phone number"", Content: ""I tried signing in with my Apple ID and it says that my phone number has been used one two many times. I tried deleting my old account and still can’t log in.

Support site offered a bot and I couldn’t find any human support.""",1,1
427,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""No widget"", Content: ""I was expecting a widget. That’s my only dislike about this app. It’s a pleasure to use and it fast! Glad to be living in this time and era where AI is taking over. A dream come true!""",4,4
428,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Does not work for me"", Content: ""When verifying my phone number it says that it is a premium number. Won’t let me past that verification. My number is a regular one and it’s been mine for more than 25 years. Developers should make another way of verification as I know that I’m not the only one with this issue.""",1,1
429,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""App is great"", Content: ""Editing is better than web But I prefer to select text directly. And I hope you guys make a version for the iPad!""",4,4
430,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""This app will make my phone very hot"", Content: ""As I mentioned above, this app makes my phone hot, but other apps don't have this issue. Shouldn't this app be optimized to reduce battery damage?""",4,3
431,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good"", Content: ""It’s just normal chatgpt, $20 a month seems a bit expensive for gpt-4 when I can do all I need on the free version""",5,4
432,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The replies are too long. Just get to the point."", Content: ""I don’t need multiple paragraph when I’m looking for a quick answer""",4,2
433,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Stop asking for private info"", Content: ""You do not need my birthday or phone number. I will not be using your app until that changes. We are under such constant attempts to steal our personal info that companies that keep asking for it when they don’t need it should be ashamed of themselves.""",1,1
434,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Revolutionary"", Content: ""I use this app for Target Audience research and other essential things to know for my business.""",5,5
435,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Want this app becomes better"", Content: ""The history function is really not very good，I hope you add a button like favorite to highlight some specific communication.""",3,3
436,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Make a ChatGPT design for iPad"", Content: ""ChatGPT is an amazing app to have. You guys have to create a design for iPad since the layout and view is the same for iPhone.""",5,5
437,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Deleted conversations can be seen from iOS app"", Content: ""I deleted conversations from chatgpt web. Now they can be seen from iOS app.""",4,5
438,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iPad version"", Content: ""Hello, do you guys have a timeline of when would the app be available for iPad devices?""",5,3
439,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Unusable after a simple error"", Content: ""Now this is on my behalf and I’m sure it’s a great app, but I cannot use it because I set the birthday incorrectly and it will absolutely not let me change it (even if I try to make a separate account). Very silly design oversight I think""",2,1
440,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I use chatgpt a lot, and I love it. But here’s the thing."", Content: ""When chatgpt gives me a longer response, it cuts off my screen and I can’t see what it’s saying.""",4,4
441,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Perfection"", Content: ""Beautifully designed, simple, well-made app. So much better than iPhone browser chatGPT!""",5,5
442,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""No obvious way to turn on privacy mode"", Content: ""It’s a slick interface but if you can’t hide your history it’s better to use the web interface for now.""",3,3
443,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Unleashing the Ultimate AI Powerhouse!"", Content: ""Prepare to have your mind blown by the game-changing capabilities of ChatGPT! This awe-inspiring language model is rewriting the rules of communication and knowledge acquisition. Brace yourself for an immersive experience like no other.""",5,5
444,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Solid App"", Content: ""The app is solid for now. I don’t see the option to add plugins. Or will that come at a later release?""",5,3
445,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Too much personal data required during onboarding"", Content: ""Surprised apple let this through its approval process since it clearly violates their policy for requiring personal data (ie: phone number) in order to register for/use the app. There is no logic whatsoever as to why this should be required to use the product.""",1,1
446,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great for learning on the go"", Content: ""Very slick, with even more features than the web app currently.""",5,5
447,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can not send email verification"", Content: ""When I tried to resend the verification, error 401 “there’s a problem with the request”
And I have been stick there for months.

This app has given me the most horrible and frustrating new user registration experience I ever had in any app since iPhone 1 in 2007""",1,1
448,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Incredible"", Content: ""I am at a loss for words how amazing this push is for ai assistance. Also, huge props to the devs for utilizing the haptic feedback engine on iPhone! 🫶🏻""",5,5
449,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""No plugin support?"", Content: ""Beginning to question the $20 monthly payment when I can use Bing instead of going through the browser to use plugins on ChatGPT, which requires me to sign in every time.""",3,2
450,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Much more accessible than web page"", Content: ""Great. Just wished it had 3.5 or 4.0. It is a static database from 2021.""",5,5
451,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Add plugins and web access to GPT-4 model"", Content: ""Please add web access and plugin feature to GPT-4 just like the website edition for iOS :)""",5,4
452,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Different to standard web GPT"", Content: ""The system prompt (instructions) used for the app version of GPT is different to standard web GPT. The app version is much more afraid to state any positions (due to the different system prompt). I guess they did to meet App Store Requirements. If you don’t believe try it out yourself on the app then on the web.""",1,3
453,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing experience"", Content: ""Can you make the request on the right side so it looks natural""",5,5
454,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good"", Content: ""functions provided are still immature but it goes well compared to the web gpt""",5,4
455,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""not supported region"", Content: ""I was able to use ChatGPT before this update and now it’s telling me my region is not available to use . This is such bad exp it’s definitely not the issue that the region is not supported since the previous version did work""",2,1
456,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great start"", Content: ""Great to finally have an official app. Store is filled with predatory pricing models ripping off the IP. However, this version causes my 14 pro to heat up significantly next to the volume buttons on the left.""",4,4
457,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Disappointed"", Content: ""I downloaded this all. Then I tried one question. The answer was decent. So I went for my second question: Is the President of Mexico good? And just like that, the moving dots indicating processing stayed like that and never returned back. I feel this app just took my personal data (name and birth day) for nothing.""",1,1
458,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fantastic"", Content: ""Not much else to say other than please make it support iPad natively instead of zoomed iPhone mode. Thanks!""",5,5
459,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing app 10/10"", Content: ""I used this app to tell me how to make illegal things. Would recommend to anyone who loves to steal stuff 🤑💰💰🤣""",5,5
460,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Tools for the future"", Content: ""This app helps me get my day completed in a much easier way, Thank you openAI""",5,5
461,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Overall good"", Content: ""Im impressed with the vibrating feature, but my phone gets really hot when using this app. That needs some attention.""",4,5
462,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Shark Loves GPT"", Content: ""The Chat GPT App works amazingly! Pulled up all my previous threads, created new ones super easily, & was able to accomplish everything via mobile.""",5,5
463,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Using Black Friday 30% off Apple gift card to buy chatgpt plus for $14, great deal!"", Content: ""Using Black Friday 30% off Apple gift card to buy chatgpt plus for $14, great deal!""",5,5
464,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""We need a version adapted to the iPad!"", Content: ""The interface is too small, which makes me feel very poor.""",4,3
465,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Data collection"", Content: ""This entire app is just a scheme to steal your email and phone number I don’t understand why else it would need both to be verified. I don’t like the direction AI is going in and was about to give it a chance but not at the cost of my personal data.""",1,2
466,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can’t use - confirmation email has not come through after multiple attempts."", Content: ""Haven’t been able to use it yet. Can’t get past confirming email. I’ve ensured the email address is correct and it’s not going to my junk email either. Please fix.""",1,1
467,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Very helpful"", Content: ""It has helped me through lots of situations especially on how to use my computer

W ChatGPT""",5,5
468,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Compatible iPad devices."", Content: ""Hope to be compatible with the iPad, now on the iPad is displayed on the screen size of an iPhone. It was dark all around.""",4,4
469,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Real Amazing"", Content: ""Nice to meet ChatGPT on the App Store, such a good thing that offers you a more convenient way to face the next generation of AI, Just have a good time.""",5,5
470,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Privacy issues - why does the company need my cell phone number"", Content: ""Would love to play with it but
A) You have to give them your phone number
B) There is a in app purchase option ChatGPT PLUS but nowhere does it tell you what that actually is.""",2,2
471,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love it!"", Content: ""Something strange though, it sort of feels like the iPhone 14 screen gets real hot after a couple prompts.""",5,5
